Satelite,Pais,Estado,Municipi,Bioma,day,D_day,latitude,longitude,acq_date
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/03,"1706",-8.705,-64.212,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,Amazonia,2018/09/03,"1706",-9.501,-67.479,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,Amazonia,2018/09/03,"1706",-9.500,-67.469,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,Amazonia,2018/09/03,"1706",-9.484,-67.488,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,LABREA,Amazonia,2018/09/03,"1706",-9.289,-65.846,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,LABREA,Amazonia,2018/09/03,"1706",-9.273,-65.473,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,LABREA,Amazonia,2018/09/03,"1706",-9.268,-65.440,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,LABREA,Amazonia,2018/09/03,"1706",-9.256,-65.921,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,LABREA,Amazonia,2018/09/03,"1706",-9.244,-65.975,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,LABREA,Amazonia,2018/09/03,"1706",-9.240,-65.456,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,LABREA,Amazonia,2018/09/03,"1706",-9.239,-65.445,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,LABREA,Amazonia,2018/09/03,"1706",-9.239,-65.378,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,LABREA,Amazonia,2018/09/03,"1706",-9.224,-65.546,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,LABREA,Amazonia,2018/09/03,"1706",-9.222,-65.535,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,LABREA,Amazonia,2018/09/03,"1706",-9.205,-65.549,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,LABREA,Amazonia,2018/09/03,"1706",-9.202,-65.556,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,LABREA,Amazonia,2018/09/03,"1706",-9.201,-65.545,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,LABREA,Amazonia,2018/09/03,"1706",-9.146,-67.058,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,LABREA,Amazonia,2018/09/03,"1706",-9.137,-67.059,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,LABREA,Amazonia,2018/09/03,"1706",-9.131,-65.278,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,LABREA,Amazonia,2018/09/03,"1706",-9.121,-65.280,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/03,"1706",-8.780,-61.419,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/03,"1706",-8.586,-63.944,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/03,"1706",-8.582,-63.938,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/03,"1706",-8.250,-61.545,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/03,"1706",-8.246,-61.524,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/03,"1706",-8.222,-64.061,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/03,"1706",-8.189,-63.996,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,PAUINI,Amazonia,2018/09/03,"1706",-8.035,-66.956,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,LABREA,Amazonia,2018/09/03,"1706",-8.035,-65.945,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/03,"1706",-8.033,-61.492,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/03,"1706",-8.030,-61.470,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/03,"1706",-8.029,-61.485,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/03,"1706",-8.028,-63.921,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/03,"1706",-8.026,-61.464,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/03,"1706",-8.014,-61.309,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/03,"1706",-7.992,-61.228,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/03,"1706",-7.986,-61.222,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/03,"1706",-7.974,-61.716,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,HUMAITA,Amazonia,2018/09/03,"1706",-7.876,-63.520,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,HUMAITA,Amazonia,2018/09/03,"1706",-7.875,-63.530,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,HUMAITA,Amazonia,2018/09/03,"1706",-7.873,-63.515,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/03,"1706",-7.867,-61.185,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,HUMAITA,Amazonia,2018/09/03,"1706",-7.864,-63.522,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/03,"1706",-7.862,-61.204,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,PAUINI,Amazonia,2018/09/03,"1706",-7.787,-66.953,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,PAUINI,Amazonia,2018/09/03,"1706",-7.779,-66.964,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,PAUINI,Amazonia,2018/09/03,"1706",-7.778,-66.954,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,HUMAITA,Amazonia,2018/09/03,"1706",-7.042,-62.946,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,HUMAITA,Amazonia,2018/09/03,"1706",-7.030,-62.948,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,Amazonia,2018/09/03,"1706",-9.246,-68.199,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,BOCA DO ACRE,Amazonia,2018/09/03,"1706",-9.245,-68.190,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/03,"1706",-8.949,-64.430,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/03,"1706",-8.947,-64.418,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/03,"1706",-8.942,-64.424,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/03,"1706",-8.897,-64.406,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/03,"1706",-8.886,-64.407,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANACAPURU,Amazonia,2018/09/03,"1706",-3.216,-61.176,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-7.014,-59.911,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-7.016,-59.927,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-7.017,-61.458,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-7.020,-59.514,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-7.024,-59.371,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.774,-59.133,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANACAPURU,Amazonia,2018/09/04,"1707",-3.251,-60.900,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.796,-59.046,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-6.792,-59.941,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.781,-59.020,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.813,-59.419,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.815,-59.788,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.820,-59.792,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.822,-59.155,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.822,-59.402,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.824,-59.417,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.827,-59.786,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.811,-59.404,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.831,-59.205,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-6.856,-60.010,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-6.858,-60.026,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-6.861,-60.042,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-6.863,-60.059,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.877,-59.213,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.888,-59.211,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-6.201,-61.982,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.894,-59.254,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.902,-59.067,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.903,-59.062,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.904,-60.003,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.906,-60.020,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.916,-59.245,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.916,-59.413,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MAUES,Amazonia,2018/09/04,"1707",-6.918,-58.487,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MAUES,Amazonia,2018/09/04,"1707",-6.920,-58.499,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.922,-59.719,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.922,-59.814,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.923,-59.641,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.924,-59.735,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.925,-59.656,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-6.497,-59.968,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MAUES,Amazonia,2018/09/04,"1707",-6.504,-58.422,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MAUES,Amazonia,2018/09/04,"1707",-6.506,-58.435,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-6.510,-60.064,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-6.524,-60.079,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MAUES,Amazonia,2018/09/04,"1707",-6.544,-58.556,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MAUES,Amazonia,2018/09/04,"1707",-6.550,-58.549,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MAUES,Amazonia,2018/09/04,"1707",-6.551,-58.562,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-6.581,-60.055,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,TAPAUA,Amazonia,2018/09/04,"1707",-6.586,-62.977,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,TAPAUA,Amazonia,2018/09/04,"1707",-6.598,-62.954,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,TAPAUA,Amazonia,2018/09/04,"1707",-6.601,-62.975,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-6.604,-60.078,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.654,-59.085,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.658,-59.028,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.659,-59.042,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,TAPAUA,Amazonia,2018/09/04,"1707",-6.661,-62.967,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/04,"1707",-6.663,-64.333,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.665,-59.083,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,TAPAUA,Amazonia,2018/09/04,"1707",-6.683,-63.020,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-6.684,-59.996,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,TAPAUA,Amazonia,2018/09/04,"1707",-6.685,-63.044,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-6.686,-60.012,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,TAPAUA,Amazonia,2018/09/04,"1707",-6.687,-63.048,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,TAPAUA,Amazonia,2018/09/04,"1707",-6.700,-63.042,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-6.702,-60.043,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,TAPAUA,Amazonia,2018/09/04,"1707",-6.702,-63.046,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.710,-58.905,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.712,-58.919,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.714,-58.932,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.723,-58.917,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.748,-58.859,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.750,-58.873,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.755,-58.996,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.928,-59.086,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.930,-59.100,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.931,-59.361,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.932,-59.366,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.933,-59.375,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.933,-59.717,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.935,-59.639,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.935,-59.733,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.942,-59.359,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.944,-59.285,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.945,-59.716,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.946,-59.300,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.947,-59.731,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.960,-59.825,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,HUMAITA,Amazonia,2018/09/04,"1707",-6.963,-62.961,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,HUMAITA,Amazonia,2018/09/04,"1707",-6.964,-62.967,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.971,-60.088,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.986,-59.428,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-6.988,-59.443,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,HUMAITA,Amazonia,2018/09/04,"1707",-6.990,-63.050,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,HUMAITA,Amazonia,2018/09/04,"1707",-6.992,-63.071,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-7.008,-59.917,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,APUI,Amazonia,2018/09/04,"1707",-7.009,-59.516,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-7.009,-61.464,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MAUES,Amazonia,2018/09/04,"1707",-6.482,-58.413,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MAUES,Amazonia,2018/09/04,"1707",-6.483,-58.425,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MAUES,Amazonia,2018/09/04,"1707",-6.485,-58.437,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MAUES,Amazonia,2018/09/04,"1707",-6.490,-58.399,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MAUES,Amazonia,2018/09/04,"1707",-6.492,-58.411,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MAUES,Amazonia,2018/09/04,"1707",-6.494,-58.424,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MAUES,Amazonia,2018/09/04,"1707",-6.496,-58.436,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-6.499,-59.984,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/04,"1707",-8.945,-64.390,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-8.798,-61.423,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-8.784,-61.425,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-8.777,-61.433,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/04,"1707",-8.712,-64.237,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-8.224,-61.533,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-8.221,-61.511,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/04,"1707",-8.219,-64.073,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/04,"1707",-8.215,-64.037,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/04,"1707",-8.214,-64.081,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-8.214,-61.518,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/04,"1707",-8.209,-64.045,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-8.207,-61.512,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-8.200,-61.520,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-8.197,-61.498,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/04,"1707",-8.165,-63.763,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/04,"1707",-8.153,-64.081,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/04,"1707",-8.149,-64.045,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/04,"1707",-8.147,-64.089,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-8.144,-61.464,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/04,"1707",-8.143,-64.053,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-8.141,-61.442,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-8.138,-61.420,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-8.137,-61.460,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-8.134,-61.438,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-8.131,-61.416,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-8.130,-61.466,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-8.127,-61.444,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-8.124,-61.422,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-8.034,-61.330,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-8.029,-61.324,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-8.023,-61.353,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,CANUTAMA,Amazonia,2018/09/04,"1707",-8.021,-63.931,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-8.021,-61.369,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-8.021,-61.332,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-8.019,-61.347,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-8.018,-61.310,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-8.016,-61.326,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-8.010,-61.355,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-8.003,-61.219,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-7.997,-61.357,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-7.993,-61.227,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,NOVO ARIPUANA,Amazonia,2018/09/04,"1707",-7.989,-61.221,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-7.987,-61.605,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-7.984,-61.634,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-7.981,-61.611,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-7.978,-61.315,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-7.976,-61.630,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-7.974,-61.723,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-7.969,-61.795,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-7.969,-61.729,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-7.966,-61.706,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-7.960,-61.455,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-7.957,-61.433,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-7.954,-61.451,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-7.954,-61.411,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-7.951,-61.429,2020/12/11
AQUA_M-T,Brasil,AMAZONAS,MANICORE,Amazonia,2018/09/04,"1707",-7.948,-61.407,2020/12/11
