latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-11.706,-43.843,310.1,1,1,2021-01-20,125,T,79,6.0NRT,289.6,9.7,N
-11.501,-43.962,301.2,1,1,2021-01-20,125,T,39,6.0NRT,289.5,3.7,N
-6.378,-35.212,319,3.2,1.7,2021-01-20,125,T,98,6.0NRT,293.3,91.5,N
-6.383,-35.24,312.7,3.2,1.7,2021-01-20,125,T,85,6.0NRT,293.2,61.5,N
-6.382,-35.217,326.1,3.2,1.7,2021-01-20,125,T,100,6.0NRT,293.5,132.6,N
-5.826,-42.591,306.6,1,1,2021-01-20,125,T,69,6.0NRT,292.7,6.9,N
-5.521,-42.844,306.9,1,1,2021-01-20,125,T,70,6.0NRT,293,6.6,N
-5.384,-43.359,301.5,1,1,2021-01-20,125,T,42,6.0NRT,290.8,4,N
-5.372,-44.955,309.1,1,1,2021-01-20,125,T,76,6.0NRT,292.3,8.4,N
-5.097,-44.186,305.8,1,1,2021-01-20,125,T,66,6.0NRT,292.9,5.8,N
-4.984,-43.715,312.5,1,1,2021-01-20,125,T,85,6.0NRT,291.6,10.6,N
-4.573,-42.028,305.1,1.1,1.1,2021-01-20,125,T,63,6.0NRT,293,5.8,N
-4.569,-42.034,304.9,1.1,1.1,2021-01-20,125,T,62,6.0NRT,292.9,6.1,N
-4.818,-44.354,306.7,1,1,2021-01-20,125,T,69,6.0NRT,292.3,6,N
-4.636,-44.11,307.8,1,1,2021-01-20,125,T,72,6.0NRT,291.4,6.9,N
-4.493,-44.334,302.8,1,1,2021-01-20,125,T,51,6.0NRT,291.8,3.9,N
-3.499,-40.163,307.3,1.5,1.2,2021-01-20,125,T,71,6.0NRT,294.4,10.7,N
-3.479,-48.465,300.6,1.5,1.2,2021-01-20,125,T,31,6.0NRT,287.4,5.7,N
-3.48,-48.478,302.6,1.5,1.2,2021-01-20,125,T,50,6.0NRT,286.8,7.7,N
-3.409,-50.269,301.4,2,1.4,2021-01-20,125,T,40,6.0NRT,290.4,8.5,N
-33.68,-59.646,307,1.1,1,2021-01-20,300,T,70,6.0NRT,276.1,10.9,N
-32.849,-60.157,300.5,1.1,1,2021-01-20,300,T,25,6.0NRT,278.6,7.5,N
-32.539,-68.659,306.5,1.8,1.3,2021-01-20,300,T,68,6.0NRT,296.2,13.6,N
-32.097,-68.072,310,1.6,1.3,2021-01-20,300,T,79,6.0NRT,299.1,14.9,N
-32.1,-68.078,313.8,1.6,1.3,2021-01-20,300,T,88,6.0NRT,299.1,20.4,N
-30.285,-61.571,313.2,1,1,2021-01-20,300,T,86,6.0NRT,295.1,11.8,N
-30.287,-61.582,305,1,1,2021-01-20,300,T,63,6.0NRT,294.4,5.9,N
-30.182,-62.664,313,1,1,2021-01-20,300,T,85,6.0NRT,297.4,9.6,N
-29.767,-60.902,309.9,1.1,1,2021-01-20,300,T,75,6.0NRT,295.3,8.7,N
-29.756,-60.893,314.2,1.1,1,2021-01-20,300,T,53,6.0NRT,295.2,11.8,N
-29.745,-60.884,305.3,1.1,1,2021-01-20,300,T,14,6.0NRT,295.1,5.2,N
-29.747,-60.895,309.3,1.1,1,2021-01-20,300,T,71,6.0NRT,294.5,8.2,N
-29.923,-68.666,310.5,1.7,1.3,2021-01-20,300,T,80,6.0NRT,295.3,18.6,N
-29.91,-68.646,304.4,1.7,1.3,2021-01-20,300,T,60,6.0NRT,292.3,11.4,N
-29.912,-68.666,305.8,1.7,1.3,2021-01-20,300,T,66,6.0NRT,293.7,13.1,N
-29.011,-64.966,313.8,1.1,1,2021-01-20,300,T,82,6.0NRT,299.6,9.3,N
-27.907,-60.37,306,1.2,1.1,2021-01-20,300,T,46,6.0NRT,295.3,7,N
-27.896,-60.36,306.6,1.2,1.1,2021-01-20,300,T,69,6.0NRT,295.9,7.7,N
-27.898,-60.372,308.2,1.2,1.1,2021-01-20,300,T,74,6.0NRT,295.5,9,N
-28.138,-62.591,318.9,1,1,2021-01-20,300,T,97,6.0NRT,301.1,13.5,N
-28.129,-62.593,335.9,1,1,2021-01-20,300,T,100,6.0NRT,301,33.9,N
-28.13,-62.603,310.5,1,1,2021-01-20,300,T,59,6.0NRT,298.6,6,N
-28.042,-62.381,320.5,1,1,2021-01-20,300,T,100,6.0NRT,300.6,15.3,N
-28.044,-62.391,331.2,1,1,2021-01-20,300,T,100,6.0NRT,300.3,28.3,N
-28.033,-62.382,361.8,1,1,2021-01-20,300,T,100,6.0NRT,302.1,91.7,N
-28.035,-62.393,334.8,1,1,2021-01-20,300,T,100,6.0NRT,299.6,33.7,N
-28.024,-62.384,310.6,1,1,2021-01-20,300,T,74,6.0NRT,298.6,7,N
-27.717,-60.638,312.7,1.2,1.1,2021-01-20,300,T,85,6.0NRT,297.2,11.6,N
-27.719,-60.65,314.1,1.2,1.1,2021-01-20,300,T,88,6.0NRT,297.5,13,N
-27.716,-60.644,311.1,1.2,1.1,2021-01-20,300,T,81,6.0NRT,297.2,10.7,N
-27.737,-62.189,316.2,1,1,2021-01-20,300,T,91,6.0NRT,298.4,13.3,N
-27.738,-62.2,309,1,1,2021-01-20,300,T,69,6.0NRT,297.8,7.6,N
-27.738,-62.868,315,1,1,2021-01-20,300,T,87,6.0NRT,299.6,9.7,N
-27.148,-61.557,307.5,1.1,1,2021-01-20,300,T,67,6.0NRT,296.7,7,N
-27.15,-61.568,310.4,1.1,1,2021-01-20,300,T,77,6.0NRT,296.4,9.4,N
-25.851,-61.522,309.5,1.1,1.1,2021-01-20,300,T,70,6.0NRT,298.6,7.4,N
-25.853,-61.533,308.7,1.1,1.1,2021-01-20,300,T,67,6.0NRT,298.5,6.7,N
-25.792,-64.102,316,1,1,2021-01-20,300,T,91,6.0NRT,298.5,11.3,N
-25.794,-64.112,318.1,1,1,2021-01-20,300,T,96,6.0NRT,298.6,12.8,N
-25.788,-64.133,325.6,1,1,2021-01-20,300,T,100,6.0NRT,299.3,20.5,N
-23.839,-58.907,308.7,1.8,1.3,2021-01-20,300,T,75,6.0NRT,295.4,18.4,N
-23.984,-59.71,313.4,1.5,1.2,2021-01-20,300,T,86,6.0NRT,296,20,N
-24.193,-60.923,324.7,1.3,1.1,2021-01-20,300,T,100,6.0NRT,299.3,28.7,N
-24.195,-60.935,309,1.3,1.1,2021-01-20,300,T,70,6.0NRT,298.7,8.1,N
-24.183,-60.925,325.5,1.3,1.1,2021-01-20,300,T,100,6.0NRT,298.5,29.5,N
-24.185,-60.937,331.5,1.3,1.1,2021-01-20,300,T,100,6.0NRT,299.5,39.9,N
-23.825,-58.963,342.8,1.7,1.3,2021-01-20,300,T,100,6.0NRT,296.7,107.2,N
-23.828,-58.98,309.6,1.7,1.3,2021-01-20,300,T,78,6.0NRT,296.2,18.5,N
-24.175,-60.939,331.6,1.3,1.1,2021-01-20,300,T,100,6.0NRT,299,40,N
-23.83,-58.968,324.6,1.7,1.3,2021-01-20,300,T,100,6.0NRT,296.2,48,N
-23.819,-58.97,315,1.7,1.3,2021-01-20,300,T,90,6.0NRT,295.7,27.5,N
-23.758,-58.966,319.5,1.8,1.3,2021-01-20,300,T,99,6.0NRT,296.2,37.4,N
-23.363,-58.049,308.8,2.1,1.4,2021-01-20,300,T,76,6.0NRT,295,21.7,N
-23.367,-58.069,313.2,2.1,1.4,2021-01-20,300,T,87,6.0NRT,295.7,30.8,N
-23.363,-58.056,315.2,2.1,1.4,2021-01-20,300,T,91,6.0NRT,295.4,36.3,N
-23.382,-59.002,312.2,1.8,1.3,2021-01-20,300,T,84,6.0NRT,296.7,22.7,N
-23.652,-61.003,307.4,1.3,1.1,2021-01-20,300,T,63,6.0NRT,297.4,7.6,N
-23.38,-59.691,308.2,1.6,1.2,2021-01-20,300,T,71,6.0NRT,296.4,12.9,N
-23.361,-60.039,315.7,1.5,1.2,2021-01-20,300,T,91,6.0NRT,298.4,20,N
-23.364,-60.054,311,1.5,1.2,2021-01-20,300,T,79,6.0NRT,298.3,13.2,N
-23.37,-60.043,309.8,1.5,1.2,2021-01-20,300,T,75,6.0NRT,298.4,11.6,N
-23.36,-60.046,314.3,1.5,1.2,2021-01-20,300,T,88,6.0NRT,298.3,17.5,N
-23.427,-61.376,308.9,1.3,1.1,2021-01-20,300,T,66,6.0NRT,298.8,7.2,N
-23.814,-64.15,316.5,1,1,2021-01-20,300,T,93,6.0NRT,295.6,13.6,N
-23.815,-64.16,337.3,1,1,2021-01-20,300,T,100,6.0NRT,297.1,38.3,N
-23.805,-64.152,306.9,1,1,2021-01-20,300,T,65,6.0NRT,294.9,6.8,N
-23.806,-64.162,317.9,1,1,2021-01-20,300,T,95,6.0NRT,295.5,15.2,N
-23.18,-61.239,311.5,1.3,1.1,2021-01-20,300,T,77,6.0NRT,299.6,10.4,N
-23.182,-61.252,309.7,1.3,1.1,2021-01-20,300,T,69,6.0NRT,299.3,8.2,N
-23.123,-61.34,312.5,1.3,1.1,2021-01-20,300,T,80,6.0NRT,299,11.6,N
-23.126,-61.352,316.3,1.3,1.1,2021-01-20,300,T,91,6.0NRT,299.3,15.8,N
-23.126,-61.346,320.6,1.3,1.1,2021-01-20,300,T,100,6.0NRT,299.4,22.1,N
-23.047,-61.31,315.7,1.3,1.1,2021-01-20,300,T,89,6.0NRT,299,15.8,N
-22.879,-60.608,313.4,1.4,1.2,2021-01-20,300,T,84,6.0NRT,298.6,15.9,N
-22.881,-61.482,310.5,1.3,1.1,2021-01-20,300,T,72,6.0NRT,300.3,7.8,N
-22.654,-60.784,311,1.4,1.2,2021-01-20,300,T,75,6.0NRT,299.8,11.4,N
-22.332,-59.194,327.7,1.8,1.3,2021-01-20,300,T,100,6.0NRT,297.8,54.5,N
-22.335,-59.212,334.1,1.8,1.3,2021-01-20,300,T,100,6.0NRT,298.1,74.1,N
-22.32,-59.197,320.1,1.8,1.3,2021-01-20,300,T,100,6.0NRT,297.1,34.9,N
-22.324,-59.214,343.4,1.8,1.3,2021-01-20,300,T,100,6.0NRT,298.3,109.5,N
-22.312,-59.217,308.2,1.8,1.3,2021-01-20,300,T,70,6.0NRT,296.6,13.3,N
-22.751,-61.884,332.5,1.2,1.1,2021-01-20,300,T,100,6.0NRT,304.3,36.5,N
-22.739,-61.874,324.9,1.2,1.1,2021-01-20,300,T,100,6.0NRT,301.5,23.7,N
-22.741,-61.885,393,1.2,1.1,2021-01-20,300,T,100,6.0NRT,306.7,275.6,N
-22.743,-61.897,351.3,1.2,1.1,2021-01-20,300,T,100,6.0NRT,303.1,79.1,N
-22.745,-61.909,327.6,1.2,1.1,2021-01-20,300,T,100,6.0NRT,301.4,27.8,N
-22.733,-61.899,345.7,1.2,1.1,2021-01-20,300,T,100,6.0NRT,302.3,64.2,N
-22.735,-61.911,328.5,1.2,1.1,2021-01-20,300,T,100,6.0NRT,301.3,29.2,N
-22.717,-61.986,313.9,1.2,1.1,2021-01-20,300,T,83,6.0NRT,300.3,10.5,N
-22.372,-61.2,313.7,1.3,1.1,2021-01-20,300,T,84,6.0NRT,299.7,12.7,N
-21.722,-61.978,319.4,1.2,1.1,2021-01-20,300,T,98,6.0NRT,299.9,18.8,N
-21.71,-61.968,323.4,1.2,1.1,2021-01-20,300,T,100,6.0NRT,299.4,24.4,N
-21.712,-61.98,347.3,1.2,1.1,2021-01-20,300,T,100,6.0NRT,300.6,72.4,N
-20.943,-59.379,311.1,1.9,1.3,2021-01-20,300,T,79,6.0NRT,297.5,20.4,N
-20.938,-59.386,309.5,1.9,1.3,2021-01-20,300,T,75,6.0NRT,297.3,17.6,N
-22.312,-68.881,311.5,1.4,1.2,2021-01-20,300,T,83,6.0NRT,282.3,22.4,N
-21.277,-62.595,314.8,1.2,1.1,2021-01-20,300,T,88,6.0NRT,299.2,11.9,N
-21.278,-62.606,327.6,1.2,1.1,2021-01-20,300,T,100,6.0NRT,299.6,27.9,N
-20.624,-59.525,323.9,1.8,1.3,2021-01-20,300,T,100,6.0NRT,297.6,47.9,N
-20.627,-59.542,332,1.8,1.3,2021-01-20,300,T,100,6.0NRT,298.6,71.7,N
-20.616,-59.545,313.3,1.8,1.3,2021-01-20,300,T,86,6.0NRT,296.5,24.7,N
-20.779,-60.807,308.3,1.5,1.2,2021-01-20,300,T,70,6.0NRT,297.8,10.7,N
-20.645,-60.231,312.2,1.6,1.3,2021-01-20,300,T,83,6.0NRT,297.2,19.6,N
-20.284,-59.315,316.6,1.9,1.4,2021-01-20,300,T,93,6.0NRT,296.8,33.3,N
-20.294,-59.32,308.3,1.9,1.4,2021-01-20,300,T,72,6.0NRT,296.8,15.7,N
-20.037,-59.269,309.3,2,1.4,2021-01-20,300,T,76,6.0NRT,295.8,20.4,N
-20.04,-59.288,305.8,2,1.4,2021-01-20,300,T,63,6.0NRT,295.7,13.9,N
-19.772,-62.785,316.5,1.2,1.1,2021-01-20,300,T,93,6.0NRT,296.8,16.2,N
-19.774,-62.796,347.6,1.2,1.1,2021-01-20,300,T,100,6.0NRT,297.6,71.6,N
-19.61,-63.567,337.1,1.1,1,2021-01-20,300,T,100,6.0NRT,292.2,44.8,N
-19.611,-63.578,334.9,1.1,1,2021-01-20,300,T,100,6.0NRT,291.7,40.9,N
-18.729,-63.057,321.8,1.2,1.1,2021-01-20,300,T,100,6.0NRT,296,22.9,N
-18.731,-63.068,333.7,1.2,1.1,2021-01-20,300,T,100,6.0NRT,296.4,41.3,N
-18.213,-62.899,315.5,1.2,1.1,2021-01-20,300,T,72,6.0NRT,295.3,15.4,N
-18.211,-62.894,319.4,1.2,1.1,2021-01-20,300,T,98,6.0NRT,295.1,20.4,N
-18.213,-62.905,307.2,1.2,1.1,2021-01-20,300,T,28,6.0NRT,294.9,7.6,N
-18.201,-62.895,307.7,1.2,1.1,2021-01-20,300,T,50,6.0NRT,294.6,8.2,N
-17.935,-62.202,313,1.4,1.2,2021-01-20,300,T,86,6.0NRT,295.1,14.9,N
-17.925,-62.204,307.3,1.4,1.2,2021-01-20,300,T,71,6.0NRT,294.8,8.8,N
-17.603,-60.571,309.3,1.8,1.3,2021-01-20,300,T,77,6.0NRT,294.4,17.2,N
-17.591,-60.574,305.6,1.8,1.3,2021-01-20,300,T,65,6.0NRT,294.2,11.2,N
-17.814,-61.894,315.4,1.4,1.2,2021-01-20,300,T,91,6.0NRT,294.4,19.3,N
-17.793,-61.898,324,1.4,1.2,2021-01-20,300,T,100,6.0NRT,294.3,33,N
-17.78,-61.887,312.8,1.4,1.2,2021-01-20,300,T,86,6.0NRT,294,15.9,N
-17.774,-61.88,304.3,1.4,1.2,2021-01-20,300,T,27,6.0NRT,293.9,6.8,N
-17.379,-59.737,304,2.1,1.4,2021-01-20,300,T,58,6.0NRT,292.4,14.3,N
-18.114,-64.566,312.6,1,1,2021-01-20,300,T,85,6.0NRT,289,12.8,N
-17.135,-63.4,311.6,1.2,1.1,2021-01-20,300,T,83,6.0NRT,293.7,11.6,N
-17.125,-63.402,306.3,1.2,1.1,2021-01-20,300,T,68,6.0NRT,293.7,7.2,N
-16.082,-60.661,304.7,1.9,1.3,2021-01-20,300,T,61,6.0NRT,291.2,12.8,N
-16.09,-60.666,304.4,1.9,1.3,2021-01-20,300,T,60,6.0NRT,291.3,12.3,N
-35.256,-66.229,302.5,1.4,1.2,2021-01-20,255,T,36,6.0NRT,282.4,9.5,N
-34.837,-66.318,304,1.4,1.2,2021-01-20,255,T,49,6.0NRT,286,12.2,N
-34.839,-66.334,308.3,1.4,1.2,2021-01-20,255,T,74,6.0NRT,286.7,16,N
-14.14,-63.754,302.1,1.2,1.1,2021-01-20,305,T,46,6.0NRT,289,6,N
3.816,-71.628,304.2,1,1,2021-01-20,310,T,59,6.0NRT,292.4,4.7,N
4.384,-70.553,303.8,1,1,2021-01-20,310,T,52,6.0NRT,293,3.7,N
6.115,-71.901,302.5,1,1,2021-01-20,310,T,32,6.0NRT,290.8,5,N
8.937,-63.807,309.6,2.9,1.6,2021-01-20,310,T,78,6.0NRT,289.9,42.1,N
8.934,-63.833,305,2.9,1.6,2021-01-20,310,T,63,6.0NRT,289.6,27.7,N
9.225,-64.305,314.1,2.7,1.6,2021-01-20,310,T,89,6.0NRT,291.8,52.3,N
9.239,-64.307,324.3,2.7,1.6,2021-01-20,310,T,100,6.0NRT,291.3,92.6,N
9.379,-64.53,307,2.6,1.5,2021-01-20,310,T,70,6.0NRT,291.6,31.6,N
9.614,-63.716,305.5,3,1.7,2021-01-20,310,T,45,6.0NRT,291.2,30.2,N
9.65,-63.55,316.2,3.1,1.7,2021-01-20,310,T,93,6.0NRT,291.3,72.4,N
9.647,-63.578,312.6,3.1,1.7,2021-01-20,310,T,85,6.0NRT,291.1,56.1,N
9.633,-63.691,317.6,3,1.7,2021-01-20,310,T,95,6.0NRT,291.2,72.9,N
9.629,-63.718,312.7,3,1.7,2021-01-20,310,T,85,6.0NRT,290.6,53.3,N
9.626,-63.746,306.4,3,1.7,2021-01-20,310,T,68,6.0NRT,289.9,32,N
9.622,-63.773,302,3,1.6,2021-01-20,310,T,30,6.0NRT,289.8,20.2,N
9.658,-63.609,317.5,3.1,1.7,2021-01-20,310,T,95,6.0NRT,290.1,77.6,N
9.655,-63.636,322.7,3.1,1.7,2021-01-20,310,T,100,6.0NRT,289.2,102.6,N
9.614,-63.723,309.1,3,1.7,2021-01-20,310,T,76,6.0NRT,291,41.8,N
9.649,-63.557,320,3.1,1.7,2021-01-20,310,T,99,6.0NRT,291.3,91.6,N
9.645,-63.585,303.8,3.1,1.7,2021-01-20,310,T,57,6.0NRT,290.9,26.6,N
9.632,-63.698,322.8,3,1.7,2021-01-20,310,T,100,6.0NRT,291.1,100.4,N
9.629,-63.725,312.9,3,1.7,2021-01-20,310,T,86,6.0NRT,290.3,54.8,N
9.622,-63.78,300.9,3,1.6,2021-01-20,310,T,23,6.0NRT,290,18.5,N
9.657,-63.615,329.9,3.1,1.7,2021-01-20,310,T,100,6.0NRT,290.1,146.5,N
9.654,-63.643,315.3,3.1,1.7,2021-01-20,310,T,91,6.0NRT,289,66.7,N
9.736,-63.456,302.4,3.2,1.7,2021-01-20,310,T,49,6.0NRT,291.2,24.9,N
10.08,-71.792,315.4,1,1,2021-01-20,310,T,88,6.0NRT,296.5,9.6,N
11.622,-70.23,325.7,1.1,1.1,2021-01-20,310,T,100,6.0NRT,296.3,24.5,N
-23.235,-49.562,317.2,1.1,1,2021-01-20,430,A,95,6.0NRT,290.3,17.1,N
-22.318,-59.216,331.7,4.5,2,2021-01-20,430,A,100,6.0NRT,295.2,259.1,N
-22.328,-59.173,335.2,4.5,2,2021-01-20,430,A,100,6.0NRT,295.5,299,N
-22.336,-59.221,309.8,4.5,2,2021-01-20,430,A,78,6.0NRT,294.8,68.5,N
-22.345,-59.177,315.1,4.5,2,2021-01-20,430,A,91,6.0NRT,294.9,103.1,N
-22.316,-59.223,318.3,4.5,2,2021-01-20,430,A,97,6.0NRT,294.8,126.7,N
-22.326,-59.18,340.4,4.5,2,2021-01-20,430,A,100,6.0NRT,295.7,370.7,N
-22.333,-59.228,308.3,4.5,2,2021-01-20,430,A,74,6.0NRT,294.7,59.3,N
-22.343,-59.185,325.9,4.5,2,2021-01-20,430,A,100,6.0NRT,295.3,196.6,N
-26.493,-56.695,307.2,2.4,1.5,2021-01-20,430,A,71,6.0NRT,293.1,31.2,N
-3.588,-38.858,305.7,1.7,1.3,2021-01-20,425,A,65,6.0NRT,294.5,10.9,N
-5.977,-41.781,303.2,1.2,1.1,2021-01-20,425,A,54,6.0NRT,292.8,6.2,N
-9.801,-44.691,300.8,1,1,2021-01-20,425,A,34,6.0NRT,283.3,5,N
-17.787,-61.878,304.5,3.7,1.8,2021-01-20,610,A,44,6.0NRT,291.6,32.7,N
-17.794,-61.886,307.9,3.7,1.8,2021-01-20,610,A,73,6.0NRT,291.6,48.8,N
-18.207,-62.897,311.3,3.1,1.7,2021-01-20,610,A,82,6.0NRT,292.8,53.2,N
-18.204,-62.904,306.6,3.1,1.7,2021-01-20,610,A,69,6.0NRT,292.7,36.7,N
-18.731,-63.056,307.2,3.1,1.7,2021-01-20,610,A,71,6.0NRT,294.2,36,N
-21.718,-61.962,313.4,4.1,1.9,2021-01-20,610,A,87,6.0NRT,296.7,77.1,N
-21.704,-61.969,313.6,4.1,1.9,2021-01-20,610,A,88,6.0NRT,296.6,79.5,N
-22.731,-61.88,312.8,4.2,1.9,2021-01-20,610,A,86,6.0NRT,298.3,71,N
-22.749,-61.882,310.6,4.2,1.9,2021-01-20,610,A,80,6.0NRT,298.3,56.8,N
-28.051,-62.397,316.2,4.4,1.9,2021-01-20,610,A,93,6.0NRT,296.1,107.9,N
-28.054,-62.352,315,4.4,1.9,2021-01-20,610,A,90,6.0NRT,296.6,100.2,N
-28.037,-62.354,306.9,4.4,1.9,2021-01-20,610,A,70,6.0NRT,296.5,52.6,N
-29.909,-68.647,328.2,1.7,1.3,2021-01-20,610,A,100,6.0NRT,292.5,59.5,N
-29.919,-68.663,305,1.7,1.3,2021-01-20,610,A,62,6.0NRT,293.5,14,N
11.743,-70.201,320.3,1.7,1.3,2021-01-20,600,A,100,6.0NRT,296,35.1,N
11.741,-70.185,313.6,1.7,1.3,2021-01-20,600,A,83,6.0NRT,294.8,25.3,N
11.629,-70.221,335.4,1.7,1.3,2021-01-20,600,A,100,6.0NRT,295.8,78.4,N
11.627,-70.206,305.6,1.7,1.3,2021-01-20,600,A,65,6.0NRT,294.3,12.2,N
9.981,-63.183,303.3,1.1,1.1,2021-01-20,600,A,55,6.0NRT,292.7,6.3,N
9.98,-63.172,303.1,1.2,1.1,2021-01-20,600,A,53,6.0NRT,292.8,6.1,N
10.06,-64.869,353.5,1,1,2021-01-20,600,A,100,6.0NRT,298.2,68.7,N
10.059,-64.86,327.5,1,1,2021-01-20,600,A,100,6.0NRT,296.9,23.8,N
9.738,-63.468,305.7,1.1,1.1,2021-01-20,600,A,65,6.0NRT,293.4,7.3,N
9.657,-63.539,305.2,1.1,1.1,2021-01-20,600,A,29,6.0NRT,293.2,6.2,N
9.656,-63.529,310.3,1.1,1.1,2021-01-20,600,A,80,6.0NRT,293.8,10.6,N
9.66,-63.62,315.1,1.1,1,2021-01-20,600,A,91,6.0NRT,295.2,15,N
9.652,-63.57,304.6,1.1,1.1,2021-01-20,600,A,25,6.0NRT,293.3,5.8,N
9.651,-63.56,333.8,1.1,1.1,2021-01-20,600,A,100,6.0NRT,295.1,38.3,N
9.649,-63.55,323,1.1,1.1,2021-01-20,600,A,100,6.0NRT,293.6,22.5,N
9.652,-63.631,331,1.1,1,2021-01-20,600,A,100,6.0NRT,293.4,34.4,N
9.651,-63.621,366.6,1.1,1,2021-01-20,600,A,100,6.0NRT,297.3,121.7,N
9.649,-63.612,314.8,1.1,1,2021-01-20,600,A,90,6.0NRT,293.6,14.6,N
9.641,-63.562,305.4,1.1,1.1,2021-01-20,600,A,47,6.0NRT,292.7,6.5,N
9.64,-63.552,307.2,1.1,1.1,2021-01-20,600,A,63,6.0NRT,292.7,7.7,N
9.633,-63.741,304,1.1,1,2021-01-20,600,A,34,6.0NRT,292.6,5.3,N
9.628,-63.772,315.6,1.1,1,2021-01-20,600,A,91,6.0NRT,292.5,15.4,N
9.627,-63.762,303.6,1.1,1,2021-01-20,600,A,48,6.0NRT,292.4,5.4,N
9.621,-63.723,355.3,1.1,1,2021-01-20,600,A,100,6.0NRT,296.7,84.2,N
9.619,-63.713,309.6,1.1,1,2021-01-20,600,A,78,6.0NRT,294,9.8,N
9.569,-63.63,305.5,1.1,1,2021-01-20,600,A,65,6.0NRT,293,7.5,N
9.385,-64.544,307.8,1,1,2021-01-20,600,A,73,6.0NRT,292.8,8.3,N
9.371,-64.518,304.6,1,1,2021-01-20,600,A,61,6.0NRT,292.1,6.4,N
9.272,-64.04,309.4,1.1,1,2021-01-20,600,A,77,6.0NRT,292.3,9.7,N
9.239,-64.305,337.6,1.1,1,2021-01-20,600,A,100,6.0NRT,292.8,41.9,N
9.237,-64.296,361,1.1,1,2021-01-20,600,A,100,6.0NRT,294.3,95.2,N
8.943,-63.82,316.6,1.1,1,2021-01-20,600,A,93,6.0NRT,290.8,16.8,N
8.941,-63.81,340,1.1,1,2021-01-20,600,A,100,6.0NRT,291.3,50.1,N
8.687,-63.157,301.5,1.2,1.1,2021-01-20,600,A,42,6.0NRT,290.2,5.5,N
8.685,-63.146,301.2,1.2,1.1,2021-01-20,600,A,39,6.0NRT,290.4,5.2,N
1.811,-55.801,309.2,1.9,1.4,2021-01-20,1350,T,51,6.0NRT,288,11.4,D
-1.006,-46.861,320.9,1.4,1.2,2021-01-20,1350,T,53,6.0NRT,299.4,16.8,D
-1.313,-46.87,315.8,1.4,1.2,2021-01-20,1350,T,64,6.0NRT,298.7,11.5,D
-1.315,-46.858,316.3,1.4,1.2,2021-01-20,1350,T,66,6.0NRT,298.9,12.7,D
-1.309,-46.863,320,1.4,1.2,2021-01-20,1350,T,72,6.0NRT,299.7,18.4,D
-1.497,-46.98,314.6,1.4,1.2,2021-01-20,1350,T,58,6.0NRT,299.6,9.7,D
-1.441,-47.73,314.9,1.3,1.1,2021-01-20,1350,T,58,6.0NRT,300,8.9,D
-1.663,-47.029,318.3,1.4,1.2,2021-01-20,1350,T,71,6.0NRT,298.1,14.9,D
-1.856,-46.313,327.5,1.6,1.3,2021-01-20,1350,T,81,6.0NRT,294.3,41.1,D
-1.856,-46.319,318.2,1.6,1.3,2021-01-20,1350,T,71,6.0NRT,294.4,23.9,D
-1.858,-46.305,319.3,1.6,1.3,2021-01-20,1350,T,73,6.0NRT,293.8,25.7,D
-2.038,-47.693,314.9,1.3,1.1,2021-01-20,1350,T,64,6.0NRT,297.7,9.4,D
-2.113,-49.283,320.4,1.1,1,2021-01-20,1350,T,74,6.0NRT,299.7,12.5,D
-2.466,-47.274,317.8,1.4,1.2,2021-01-20,1350,T,71,6.0NRT,296.6,16.9,D
-2.441,-47.667,311.9,1.3,1.1,2021-01-20,1350,T,58,6.0NRT,296.5,7.1,D
-1.415,-54.924,316.6,1.5,1.2,2021-01-20,1350,T,69,6.0NRT,294.9,13.2,D
-1.407,-54.93,315.4,1.5,1.2,2021-01-20,1350,T,66,6.0NRT,294.8,11.4,D
-2.237,-49.823,316.7,1,1,2021-01-20,1350,T,68,6.0NRT,298.2,9.6,D
-3.362,-42.054,315.9,3.7,1.8,2021-01-20,1350,T,51,6.0NRT,294.7,36.1,D
-3.366,-42.021,328.5,3.7,1.8,2021-01-20,1350,T,81,6.0NRT,295.1,122.1,D
-3.383,-42.023,327.9,3.7,1.8,2021-01-20,1350,T,81,6.0NRT,295.8,116,D
-3.37,-42.06,313.6,3.7,1.8,2021-01-20,1350,T,45,6.0NRT,295.7,26.9,D
-3.374,-42.027,343.5,3.7,1.8,2021-01-20,1350,T,92,6.0NRT,296.2,277.2,D
-3.495,-42.049,316.8,3.7,1.8,2021-01-20,1350,T,66,6.0NRT,297,49.8,D
-2.755,-48.603,313.1,1.2,1.1,2021-01-20,1350,T,36,6.0NRT,297.3,6.9,D
-3.638,-42.895,317.2,3.2,1.7,2021-01-20,1350,T,23,6.0NRT,299.3,40.8,D
-3.635,-42.9,316.8,3.2,1.7,2021-01-20,1350,T,52,6.0NRT,299.1,40.1,D
-2.671,-49.877,315.8,1,1,2021-01-20,1350,T,64,6.0NRT,299.6,8.3,D
-3.065,-49.436,315,1.1,1,2021-01-20,1350,T,55,6.0NRT,300.5,7.9,D
-3.067,-49.427,312.4,1.1,1,2021-01-20,1350,T,49,6.0NRT,297.4,5.9,D
-3.11,-49.393,312.4,1.1,1,2021-01-20,1350,T,39,6.0NRT,297,5.6,D
-3.111,-49.384,317.3,1.1,1,2021-01-20,1350,T,64,6.0NRT,298.7,9.9,D
